cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_008_009,380.0,340.0,4800.0,0.0,False,8,9
cell_008_010,420.0,340.0,4787.0,13.0,False,8,10
cell_008_011,460.0,340.0,4672.0,128.0,False,8,11
cell_009_000,20.0,380.0,4800.0,0.0,False,9,0
cell_009_001,60.0,380.0,4786.0,14.0,False,9,1
cell_009_002,100.0,380.0,4795.0,5.0,False,9,2
cell_009_003,140.0,380.0,4483.0,317.0,True,9,3
cell_009_004,180.0,380.0,4506.0,294.0,True,9,4
cell_009_005,220.0,380.0,4770.0,30.0,False,9,5
cell_009_006,260.0,380.0,4800.0,0.0,False,9,6
cell_009_007,300.0,380.0,4743.0,57.0,False,9,7
cell_009_008,340.0,380.0,4792.0,8.0,False,9,8
cell_009_009,380.0,380.0,4800.0,0.0,False,9,9
cell_009_010,420.0,380.0,4792.0,8.0,False,9,10
cell_009_011,460.0,380.0,4679.0,121.0,False,9,11
cell_010_000,20.0,420.0,4800.0,0.0,False,10,0
cell_010_001,60.0,420.0,4779.0,21.0,False,10,1
cell_010_002,100.0,420.0,4798.0,2.0,False,10,2
cell_010_003,140.0,420.0,3548.0,1252.0,True,10,3
cell_010_004,180.0,420.0,3552.0,1248.0,True,10,4
cell_010_005,220.0,420.0,4764.0,36.0,False,10,5
cell_010_006,260.0,420.0,4798.0,2.0,False,10,6
cell_010_007,300.0,420.0,4728.0,72.0,False,10,7
cell_010_008,340.0,420.0,4768.0,32.0,False,10,8
cell_010_009,380.0,420.0,4800.0,0.0,False,10,9
cell_010_010,420.0,420.0,4714.0,86.0,False,10,10
cell_010_011,460.0,420.0,4686.0,114.0,False,10,11
cell_011_000,20.0,460.0,4794.0,6.0,False,11,0
cell_011_001,60.0,460.0,4773.0,27.0,False,11,1
cell_011_002,100.0,460.0,4800.0,0.0,False,11,2
cell_011_003,140.0,460.0,3542.0,1258.0,True,11,3
cell_011_004,180.0,460.0,3546.0,1254.0,True,11,4
cell_011_005,220.0,460.0,3544.0,1256.0,True,11,5
cell_011_006,260.0,460.0,4704.0,96.0,False,11,6
cell_011_007,300.0,460.0,4711.0,89.0,False,11,7
cell_011_008,340.0,460.0,4775.0,25.0,False,11,8
cell_011_009,380.0,460.0,4782.0,18.0,False,11,9
cell_011_010,420.0,460.0,4707.0,93.0,False,11,10
cell_011_011,460.0,460.0,4800.0,0.0,False,11,11
