cell_id,x,y,last_observed,age,overdue,grid_row,grid_col
cell_007_011,460.0,300.0,4665.0,15.0,False,7,11
cell_008_000,20.0,340.0,4679.0,1.0,False,8,0
cell_008_001,60.0,340.0,4658.0,22.0,False,8,1
cell_008_002,100.0,340.0,4667.0,13.0,False,8,2
cell_008_003,140.0,340.0,4516.0,164.0,False,8,3
cell_008_004,180.0,340.0,4509.0,171.0,False,8,4
cell_008_005,220.0,340.0,4462.0,218.0,True,8,5
cell_008_006,260.0,340.0,4680.0,0.0,False,8,6
cell_008_007,300.0,340.0,4680.0,0.0,False,8,7
cell_008_008,340.0,340.0,4680.0,0.0,False,8,8
cell_008_009,380.0,340.0,4680.0,0.0,False,8,9
cell_008_010,420.0,340.0,4680.0,0.0,False,8,10
cell_008_011,460.0,340.0,4672.0,8.0,False,8,11
cell_009_000,20.0,380.0,4673.0,7.0,False,9,0
cell_009_001,60.0,380.0,4652.0,28.0,False,9,1
cell_009_002,100.0,380.0,4680.0,0.0,False,9,2
cell_009_003,140.0,380.0,4483.0,197.0,True,9,3
cell_009_004,180.0,380.0,4506.0,174.0,False,9,4
cell_009_005,220.0,380.0,4501.0,179.0,False,9,5
cell_009_006,260.0,380.0,4626.0,54.0,False,9,6
cell_009_007,300.0,380.0,4627.0,53.0,False,9,7
cell_009_008,340.0,380.0,4676.0,4.0,False,9,8
cell_009_009,380.0,380.0,4680.0,0.0,False,9,9
cell_009_010,420.0,380.0,4680.0,0.0,False,9,10
cell_009_011,460.0,380.0,4679.0,1.0,False,9,11
cell_010_000,20.0,420.0,4666.0,14.0,False,10,0
cell_010_001,60.0,420.0,4645.0,35.0,False,10,1
cell_010_002,100.0,420.0,4678.0,2.0,False,10,2
cell_010_003,140.0,420.0,3548.0,1132.0,True,10,3
cell_010_004,180.0,420.0,3552.0,1128.0,True,10,4
cell_010_005,220.0,420.0,4469.0,211.0,True,10,5
cell_010_006,260.0,420.0,4619.0,61.0,False,10,6
cell_010_007,300.0,420.0,4602.0,78.0,False,10,7
cell_010_008,340.0,420.0,4652.0,28.0,False,10,8
cell_010_009,380.0,420.0,4673.0,7.0,False,10,9
cell_010_010,420.0,420.0,4572.0,108.0,False,10,10
cell_010_011,460.0,420.0,4680.0,0.0,False,10,11
cell_011_000,20.0,460.0,4659.0,21.0,False,11,0
cell_011_001,60.0,460.0,4638.0,42.0,False,11,1
cell_011_002,100.0,460.0,4671.0,9.0,False,11,2
cell_011_003,140.0,460.0,3542.0,1138.0,True,11,3
cell_011_004,180.0,460.0,3546.0,1134.0,True,11,4
cell_011_005,220.0,460.0,3544.0,1136.0,True,11,5
cell_011_006,260.0,460.0,4588.0,92.0,False,11,6
cell_011_007,300.0,460.0,4595.0,85.0,False,11,7
cell_011_008,340.0,460.0,4659.0,21.0,False,11,8
cell_011_009,380.0,460.0,4666.0,14.0,False,11,9
cell_011_010,420.0,460.0,4565.0,115.0,False,11,10
cell_011_011,460.0,460.0,4680.0,0.0,False,11,11
